Name,Gold_Medals,Silver_Medals,Bronze_Medals
Donald Wailan Walalangi,0,0,0
Erick Wainaina,0,1,1
Abdul Aziz Wains,0,0,0
Helen E. Wainwright (-Stelling),0,2,0
Norman Wainwright,0,0,0
Sacha Wainwright,0,0,0
Simon John Wainwright,0,0,0
Srgio Waismann,0,0,0
Michael Waissnix,0,0,0
Lennie Waite,0,0,0
James Waithe,0,0,0
Stann Waithe,0,0,0
Ruth Waithera,0,0,0
Leonhard Waitl,0,0,0
Josef Waitzer,0,0,0
Jadwiga Wajs-Marcinkiewicz (-Grtkiewicz),0,1,1
Godfrey Wakaabu,0,0,0
"Osamu ""Herb"" Wakabayashi",0,0,0
Kaoru Wakabayashi,0,0,0
Shigeki Wakabayashi,0,0,1
Tetsuya Wakabayashi,0,0,0
Julius Wakachu,0,0,0
Hisashi Wakahara,0,0,0
Katja Wakan (-Tengel),0,0,0
Koji Wakasa,0,0,0
Minoru Wakasa,0,0,0
Kazuhiko Wakasugi,0,0,0
Takimi Wakayama,0,0,0
Koji Wakayoshi,0,0,0
Kelsey Wakefield,0,0,0
Peter Wakefield,0,0,0
"Daniel ""Dan"" Wakeham",0,0,0
Abebe Wakgira,0,0,0
Douglas Wakiihuri Maina,0,1,0
Yuta Wakimoto,0,0,0
Tatsuya Wakinaga,0,0,0
Ivan Wakit,0,0,0
Kazu Wakita,0,0,0
Toshio Wakita,0,0,0
Kimi Wakitashiro (-Kai),0,0,0
Sadao Wakizaka,0,0,0
Willem Wouter Wakker,0,0,0
Ralph C. Wakley,0,0,0
Bernd Wakolbinger,0,0,0
Hideaki Wakui,0,0,0
Piotr Adam Wala,0,0,0
Wojciech Wala,0,0,0
Tadeusz Walasek,0,1,1
Zofia Walasek (-Walkiewicz),0,0,0
Chris Meke Walasi,0,0,0
Kre Walberg,0,0,1
Thore Johannes Wlberg,0,0,0
Ewald Walch,0,1,0
Achim Walcher,0,0,0
"Josef ""Sepp"" Walcher",0,0,0
Michael Walchhofer,0,1,0
"Donald J. ""Don"" Walchuk",0,1,0
Omar Alejandro Walcott Roberts,0,0,0
Petra Walczewski,0,0,0
Marta Walczykiewicz,0,1,0
Hans Wald,0,0,0
Lars-Marius Waldal,0,0,0
Hans-Joachim Walde,0,1,1
Bengt Otto Walden,0,0,0
Albert Walder,0,0,0
Fernand Walder,0,0,0
Harald Walder,0,0,0
Ingemar Walder,0,0,0
Donald Bartram Waldhaus,0,0,0
Gerhard Waldmann,0,0,0
Oscar Waldmann,0,0,0
Marie-Luce Waldmeier,0,0,0
Walter Waldner,0,0,0
Jay H. Waldron,0,0,0
Derrick Waldroup,0,0,0
Ludwig Waldschmidt,0,0,0
Charles Waldstein (-Walston),0,0,0
Emile Gaston Waldteufel,0,0,0
Georg Waldvogel,0,0,0
Luleseged Wale,0,0,0
Sultan Waleed Jamaan,0,0,0
Maxime Ren Waleff,0,1,0
Krzysztof Jan Walencik,0,0,0
"Andrew T. ""Alec"" Wales",0,0,0
Ross Elliott Wales,0,0,1
Yona Walesi,0,0,0
Peggy Waleska,0,1,0
"Eugene Henry ""Gene"" Walet, III",0,0,0
"Eugene Henry ""Gene"" Walet, Jr.",0,0,0
Robert George Krulock Waley,0,0,0
"Michael Moore ""Mickey"" Walford",0,1,0
mile Walhem,0,0,0
Mirosaw Andrzej Waligra,0,1,0
Jennifer Walinga (-Doey),0,0,0
Gte Emil Wlitalo,0,0,1
Bianca Michaela Walkden,0,0,1
Christopher Charles Walkden,0,0,0
"Alfred Percy Walker, Jr.",0,0,0
Alice Barringer Walker,0,0,0
Angela Gaye Walker,0,0,0
Anthony Michael Walker,0,0,0
"Arthur Franklin ""Art"" Walker, Jr.",0,0,0
Astia Walker (-Eastwood),0,0,0
Avril Walker,0,0,0
Blythe Walker,0,0,0
Brad Walker,0,0,0
Brooke Walker,0,0,0
Christopher Walker,0,0,0
"Charles Dexter ""Chuck"" Walker, Jr.",0,0,0
Claiborne Jay Walker,0,0,0
Colin Frederick Walker,0,0,0
David Secker Walker,0,0,0
Dennis Gerald Walker,0,0,0
Diane Barclay Walker (-Allan),0,0,0
"Fitzlloyd Dean ""Fitz"" Walker",0,0,0
Franois Walker,0,0,1
"Geoffrey Seddon ""Geoff"" Walker",0,0,0
"Gregory Alan ""Greg"" Walker",0,0,0
Herschel Junior Walker,0,0,0
Hugh Stewart Walker,0,0,1
Ian James Walker,0,2,0
J. A. Walker,0,0,0
James Walker,0,0,0
James R. Walker,0,1,1
"Jessica Samantha ""Jess"" Walker",0,0,0
"James David Campbell ""Jim"" Walker",0,0,0
"James Kenneth ""Jimmy"" Walker",0,0,0
"James ""Jimmy"" Walker",0,0,0
John Walker,0,0,0
John Drummond Walker,0,1,0
"Beverly W. ""Jordy"" Walker",0,0,0
Kim Walker,0,0,0
"Lawrence Alexander ""Larry"" Walker",0,0,0
Laura Anne Walker,0,0,1
Leanne Frances Walker,0,0,0
Leonard Walker,0,0,0
Mabel Elizabeth Walker (-Thornton),0,0,0
Margaret Walker (-Prince),0,0,0
Michael Andrew Walker,0,0,0
Mike Walker,0,0,0
Nigel Keith Walker,0,0,0
Paula Jean Walker,0,0,0
Rachel Ann Walker,0,0,0
Richard Dorian Walker,0,0,0
Robert Lachlan Walker,0,0,0
Ronald Walker,0,0,0
"Sam Horace Walker, III",0,0,0
Samuel Walker,0,0,0
Samuel John Walker,0,0,1
Sarah Walker,0,1,0
Scott Walker,0,0,0
Sherron Elaine Walker (-Boyea),0,0,0
Stuart Hodge Walker,0,0,0
Tristan Walker,0,0,0
"Taylor Riley ""Ty"" Walker",0,0,0
"Wickliffe Wade ""Wick"" Walker",0,0,0
"Christopher James ""Chris"" Walker-Hebborn",0,1,0
Mariusz Walkowiak,0,0,0
Daniela Walkowiak-Pilecka (-Lewicka),0,0,1
"Bradley ""Brad"" Wall",0,0,0
Kristen Wall,0,0,0
Lyndsay Wall,0,1,1
Andrea Maxine Wallace,0,0,0
Anthony Wayne Wallace,0,0,0
"William J. ""B. J."" Wallace",0,0,0
"Daniel ""Dan"" Wallace",0,1,0
Dennis Wallace,0,0,0
Edmond Georges Richard Wallace,0,0,0
Hubert Alfred Wallace,0,1,0
James P. Wallace,0,0,0
Ji Glenn Wallace,0,1,0
John Donald Wallace,0,0,0
Keith Wallace,0,0,0
"William Lawrence ""Laurie"" Wallace",0,1,0
Melville Lester Wallace,0,0,0
Milton Wallace,0,0,0
Nigel Ian Wallace,0,0,0
Marie Richard Georges Wallace,0,0,0
Shaun Wallace,0,0,0
Stephenson Antonio Wallace,0,0,0
Tessa Clare Wallace,0,0,0
George Curtis Locke Wallach,0,0,0
Peter Wallach,0,0,0
Klaus Wallas,0,0,0
"Adelheid ""Heiderose"" Wallbaum (-Hfle)",0,0,0
Johan Mikael Wallberg,0,0,0
Mats Gran Erik Wallberg,0,0,0
Hans-Jrgen Wallbrecht,0,1,0
Tim Wallburger,0,0,0
Lisa Wallbutton,0,0,0
Werner Walldn,0,0,0
Margot Sofie Walle (-Holmvik),0,0,0
Nordahl Eriksen Wallem,0,1,0
Angelica Walln,0,0,0
Ebbe Oskar Amandus Walln,0,0,0
Hans Carl Johan Walln,0,1,0
Jan Oskar Walln,0,0,0
Elsa Wallenberg (Lilliehk-),0,0,0
Marcus Wallenberg,0,0,0
Victor Henry Wallenberg,0,0,0
Karl August Wallenborg,0,0,0
Asser Rafael Wallenius,0,0,0
Per Johan Niklas Wallenlind,0,0,0
August Uno Walter Wallentin,0,1,0
Bengt Gran Waller,0,0,0
"Manfred Christopher ""Chris"" Waller",0,0,0
Egbertus Jacobus Waller,0,0,0
Erik Waller,0,0,0
Frank Laird Waller,0,2,0
Helena Birgitta Waller,0,0,0
Jack David Waller,0,0,0
Jane Waller,0,0,0
Laurent Waller,0,0,0
Pieter Wilhelm Waller,0,0,0
"Terence Leslie ""Terry"" Waller",0,0,0
Tisha Felice Waller,0,0,0
Claudine Wallet,0,0,0
Urbain Edmond Alfred Charles Wallet,0,0,0
Rosine Wallez,0,0,0
Karin Elisabeth Wallgren-Lundgren,0,0,0
Bengt Christer Wallin,0,2,0
Erik Ivar Wallin,0,0,0
Carl Henrik Wallin,0,0,0
Nils Olof Wallin,0,0,0
Olof August Wallin,0,0,0
Jan Tony Wallin,0,0,0
Maria Magdalena Wallin-Forsberg,0,0,2
Veronika Wallinger-Stallmaier,0,0,1
Jesse Alfred Wallingford,0,0,1
"James Robert ""Jim"" Wallington, Jr.",0,0,1
"Anthony E. ""Tony"" Wallington",0,0,0
Arthur E. Wallis,0,0,0
Mabel Hilda Wallis,0,0,0
"James ""Jimmy"" Wallis",0,0,0
Joseph Godfrey Wallis,0,1,0
Theresa Wallis,0,0,0
Jan Wallisch,0,0,0
Maria Walliser (-Anesini),0,1,2
Hans Wallner,0,0,0
Heinrich Wallner,0,0,0
Per Johan Daniel Wallner,0,0,0
Thomas Wallner,0,0,0
Robert Wallon,0,0,0
Eckhard Wallossek,0,0,0
Christopher Stephen Walls,0,0,0
Fernando Walls Armijo,0,0,0
Moira Lindsay Walls (-Maguire),0,0,0
Thomas Wallstab,0,0,0
Jeremiah Wallwork,0,0,0
Sydney Wallwork,0,0,0
Jules Walme,0,0,0
Devindar Sunil Walmiki,0,0,0
Ernest Walmsley,0,0,0
Witold Walo,0,0,0
Filip Walotka,0,0,0
Richard Walpole,0,0,0
Idly Walpoth,0,0,0
Jean Ruth Walraven (-Barnett),0,0,0
Violet Ethel Mary Walrond (-Robb),0,0,0
Hugo Walser,0,0,0
Amy Heather Walsh,0,0,0
Bethany Therese Walsh,0,0,0
"William Thomas ""Billy"" Walsh",0,0,0
Campbell Walsh,0,1,0
Chavaughn Camarley Walsh,0,0,0
"Christopher ""Christy"" Walsh",0,0,0
Claire Walsh (-Dowling),0,0,0
"Cornelius Edward ""Con"" Walsh",0,0,1
Daniel Walsh,0,0,1
"Donald ""Donie"" Walsh",0,0,0
James Walsh,0,0,0
James Bernard Walsh,0,0,0
Julian Jrummi Walsh,0,0,0
Martin Eugene Walsh,0,0,0
Matthew Walsh,0,0,0
"Patricia Margaret ""Pat"" Walsh",0,0,0
Peter Walsh,0,0,0
Roy Walsh,0,0,0
Sarah Walsh,0,0,0
"Stephen Craig ""Steve"" Walsh",0,0,0
Tahir Jelani Walsh,0,0,0
"Terence Arthur ""Terry"" Walsh",0,1,0
"Tomas ""Tom"" Walsh",0,0,1
Walter Rudolph Nicholas Walsh,0,0,0
Glen Walshaw,0,0,0
Pim Walsma,0,0,0
Annika Walter,0,1,0
Armand Walter,0,0,0
Charlotte Walter,0,0,0
Francis Joseph Walter,0,0,0
"Friedrich ""Fritz"" Walter",0,0,0
Fritz Walter,0,0,1
Hanna Walter (-Eisenschimmel),0,0,0
Henri Walter,0,0,0
"John Sproule ""Jack"" Walter",0,0,0
Jaroslav Walter,0,0,1
Jessica Walter,0,0,0
Jrg Walter,0,0,0
Josef Walter,0,2,0
Manfred Walter,0,0,1
Max Walter,0,0,0
Michael Walter,0,0,0
"Patrick ""Pat"" Walter",0,0,0
"Arnold Graham ""Pete"" Walter",0,0,0
Phyllis Kay Walter,0,0,0
Skadi Walter,0,0,0
Hilde Walterov (-Doleschell),0,0,0
Ivana Walterov (-Lange),0,0,0
Dale Walters,0,0,1
Errol Walters,0,0,0
Hyacinth Maude Walters,0,0,0
"Jerome Douglas Walters, Sr.",0,0,0
John Robert Walters,0,0,0
"Leonard ""Len"" Walters",0,0,0
Margo Lee Walters (-McDonald),0,0,0
"Ronnie D. ""Ron"" Walters",0,0,0
David Wallis Walters,0,0,0
"William John ""Willie"" Walters",0,0,0
Aage Walther,0,1,0
Catalina Walther,0,0,0
Eric Walther,0,0,0
Heinz-Ulrich Walther,0,0,0
Irma Barbara Walther (Dumbsky-),0,0,0
"Marie Susan Walther (-Bilski, -Kuhlman)",0,0,0
Oliver Walther,0,0,0
William Walther,0,0,0
Christine Walther-Mummhardt,0,1,0
Martin Walti,0,0,0
Mats Stefan Waltin,0,0,2
"Wilhelm Franz Josef ""Willi"" Waltner",0,0,0
Norman Allan Walton,0,0,0
Anne Walton,0,0,0
Brian Clifford Walton,0,1,0
Craig Walton,0,0,0
Dwight Walton,0,0,0
E. A. Walton,0,0,0
Hugh Walton,0,0,0
Jil Marie Walton (-Patterson),0,0,0
Jonathan Francis L. Walton,0,0,0
Lisa Mary Walton,0,0,0
Luke Walton,0,0,0
Sally Ellen Walton,0,0,1
Starr Walton (-Hurley),0,0,0
Delisa Ann Walton-Floyd,0,0,0
Ian Scott Waltz,0,0,0
Janusz Walu,0,0,0
Antonio Walzer,0,0,0
Karel Wlzer,0,0,1
Libor Wlzer,0,0,0
Anaclet Wamba,0,0,0
"Neeltje ""Nel"" Wambach",0,0,0
"Theodore ""Theo"" Wambeke",0,0,0
Niels Alfred Wamberg,0,0,0
Margaret Nyairera Wambui,0,0,1
"Getenesh ""Gete"" Wami Degife",0,1,2
Fletcher Wambo Wamilee,0,0,0
Jeffrey Theodorus Wammes,0,0,0
Adolf Wamper,0,0,0
Imre Wampetich,0,0,0
Robert Wampfler,0,0,0
"Hendrik ""Henk"" Wamsteker",0,0,0
"Anthony ""Tony"" Wamulwa",0,0,0
Gladys Wamuyu Wachiuri,0,0,0
Dickson Wamwiri Wanjiku,0,0,0
Wan Chunbo,0,0,0
Wan Houliang,0,0,0
Wan Jianhui,0,0,0
Wan Kin Yee,0,0,0
Wan Shiu Ming,0,0,0
Joseph Paul Wanag,0,0,0
"Rodman Lewis ""Rod"" Wanamaker",0,1,0
Adul Wanasatith,0,0,0
Lotta Karolina Wnberg (-Barnes),0,0,0
Thomas Harrison Wand-Tetley,0,0,0
Ernst Wandaller,0,0,0
Brigitte Wanderer (-Schoewel),0,0,0
Franz Wanderer,0,0,0
"Luiz ""Wanderley"" Machado da Silva",0,0,0
Carlos Wanderley,0,0,0
Deraldo Peixoto Wanderley,0,0,0
Hermann Wandinger,0,0,0
"Bernhard Edward Max Julius ""Benno"" Wandolleck",0,0,0
Max Carl Herman Wandrer,0,0,0
Igor Wandtke,0,0,0
Lala Wane,0,0,0
Brian Neal Wanek,0,0,0
James Wanene,0,0,0
Josef Wanetschek,0,0,0
Wang Aichen,0,0,0
Asbjrn Rudolf Wang,0,0,0
Wang Baoshan,0,0,0
Wang Beiming,0,0,0
Wang Beixing,0,0,1
Wang Bing,0,0,0
Wang Bingyu,0,0,1
Wang Bolin,0,0,0
Wang Caixi,0,0,0
Wang Chao,0,0,0
Wang Chee-Chu,0,0,0
Wang Chee-Yen,0,0,0
Wang Chen,0,0,0
Chen Wang,0,0,0
Wang Cheng-Che,0,0,0
Wang Cheng-Pang,0,1,0
Wang Chengxiang,0,0,0
Wang Chengyi,0,0,1
Wang Chi,0,0,0
Wang Chi-Hing,0,0,0
Wang Chien-Ming,0,0,0
Wang Chin-Fang,0,0,0
Wang Ching-Rui,0,0,0
Wang Chongsheng,0,0,0
Wang Chunguang,0,0,0
Wang Chunli,0,0,0
Wang Chunlu,0,2,1
Wang Chunxin,0,0,0
Wang Chunyu,0,0,0
Wang Dali,0,0,0
Wang Dan,0,0,0
Wang Dandan,0,0,0
Wang Dapeng,0,0,0
Wang Daqing,0,0,0
"Zhen ""Eugene"" Wang",0,0,0
Wang Fan,0,0,0
Wang Fang,0,1,0
Wang Fei,0,0,0
Wang Feifan,0,0,0
Wang Fengchun,0,0,0
Wang Gi-Chun,0,1,0
Wang Guan,0,0,0
Wang Guifang,0,0,0
Wang Guizhen,0,0,0
Wang Guofeng,0,0,0
Wang Guohua,0,0,0
Wang Haibin,0,2,0
Wang Haibing,0,0,0
Wang Haibo,0,0,0
Wang He,0,0,0
Wang Hong,0,1,0
Wang Hongbing,0,0,0
Wang Hongni,0,0,0
Wang Hsiao-Ping,0,0,0
Wang Huei-Chen,0,0,0
Wang Hui,0,0,0
Wang Huifeng,0,1,0
Wang Huiying,0,0,0
Wang Hungpin,0,0,0
Iris Wang,0,0,0
Wang Jauo-Hueyi,0,0,0
Wang Jeung-Hun,0,0,0
Wang Jiali,0,0,0
Jianan Wang,0,0,0
Wang Jianan,0,0,0
Wang Jiancheng,0,0,0
Wang Jianxun,0,0,0
Wang Jie,0,1,0
Wang Jin,0,0,0
Wang Jinfen,0,0,0
Wang Jing,0,0,0
Wang Jingfeng,0,0,0
Wang Jingpin,0,0,0
Wang Jingzhi,0,0,0
Wang Jinlin,0,0,0
Wang Jinping,0,0,0
Wang Jiuyan,0,0,0
Wang Jong-She,0,0,0
Wang Juan,0,0,0
Wang Jue Gu,0,1,1
Wang Jun,0,0,1
Wang Kenan,0,0,0
Knut Astrup Wang,0,0,0
Wang Kuang-Shih,0,1,0
Wang Lei,0,1,0
Wang Li,0,0,0
Wang Lianyuan,0,0,0
Wang Libin,0,0,0
Wang Lihong,0,1,0
Wang Limei,0,0,0
Wang Lin,0,0,0
Wang Ling,0,0,0
Wang Linuo,0,0,0
Wang Linwei,0,0,1
Wang Long,0,0,0
Wang Lu,0,0,0
Wang Lumin,0,0,0
Wang Luna,0,0,0
Wang Manli,0,1,0
Wang Mengyu,0,0,0
Wang Min,0,0,0
Wang Ming-Hui,0,0,0
Wang Mingxia,0,0,0
Wang Mingxing,0,0,1
Wang Minhui,0,0,0
Wang Na,0,0,1
Wang Nianchun,0,0,0
Wang Ok-Gyong,0,0,0
Wang Qiang,0,0,0
Wang Qinghuan,0,0,0
Wang Qingzhi,0,0,0
Rena Wang,0,0,0
Wang Ruiji,0,0,0
Wang San-Tsai,0,0,0
Wang Shanshan,0,0,0
Wang Shao-An,0,0,0
Wang Shasha,0,0,0
Wang Shengli,0,0,0
Wang Shi-Ting,0,0,0
Wang Shian-Ming,0,0,0
Wang Shihsuan,0,0,0
Wang Shijia,0,0,0
Wang Shijie,0,0,0
Wang Shilin,0,0,0
Wang Shin-Yuan,0,0,0
Wang Shipeng,0,0,0
Wang Shu-Hua,0,0,0
Wang Shuang,0,0,0
Wang Shun,0,0,1
Wang Shusen,0,0,0
Wang Songtao,0,0,0
Wang Su-Jin,0,0,0
Wang Tiantian,0,0,0
Wang Tiexin,0,0,0
Timothy Aaron Wang,0,0,0
Wang Wanqiang,0,0,0
Wang Wei,0,0,0
Wei Wang,0,0,0
Wang Wei-Wen,0,0,0
Wang Weidong,0,0,0
Wang Weiping,0,0,0
Wang Weixin,0,0,0
Wang Weiyi,0,0,0
Wang Wenjing,0,0,0
Wang Xian,0,0,0
Wang Xianbo,0,0,1
Wang Xiangdang,0,0,0
Wang Xiangrong,0,0,0
Xiao-Xiao Wang,0,0,0
Wang Xiaohong,0,1,0
Wang Xiaojie,0,0,0
Wang Xiaoli,0,0,0
Wang Xiaolong,0,0,0
Wang Xiaotian,0,0,0
Wang Xiaoyan,0,0,0
Wang Xiaoyuan,0,0,0
Wang Xiaozhu,0,1,0
Wang Xin,0,0,0
Wang Xinyan,0,0,0
Wang Xiulan,0,0,0
Wang Xiuli,0,0,0
Wang Xiurong,0,0,0
Wang Xiuting,0,0,0
Wang Xuanxuan,0,0,0
Wang Xueer,0,0,0
Wang Xueqin,0,0,0
Wang Ya-Fen,0,0,0
Wang Yajun,0,0,1
Wang Yan,0,0,2
Yang Wang,0,0,0
Wang Yang,0,0,0
Wang Yi,0,1,0
Wang Yihan,0,1,0
Wang Yimei,0,0,1
Wang Ying,0,1,0
Wang Yinhang,0,0,0
Wang Yiwu,0,0,0
Wang Yong,0,0,0
Wang Yu,0,0,0
Wang Yuanyuan,0,0,0
Wang Yumjie,0,0,0
Wang Yunlan,0,0,0
Wang Yutseng,0,0,0
Wang Yuwei,0,0,0
Zengyi Wang,0,0,0
Wang Zhelin,0,0,0
Wang Zhendong,0,0,0
Wang Zheng,0,0,1
Wang Zhenglin,0,0,0
Wang Zhidan,0,0,0
Wang Zhiming,0,0,0
Wang Zhiwei,0,0,1
Wang Zhizhi,0,0,0
Wang Zhonghua,0,0,0
Wang Ziling,0,1,0
Xiao-Ming Wang-Drchou,0,0,0
Sebastian Wang-Hansen,0,0,0
Javier Wanga,0,0,0
Birgitta Margareta Wngberg (-Axster),0,0,0
Edvard Einarsen Wangberg,0,0,0
Chainarong Wangganon,0,0,0
Pascaline Wangui,0,0,0
Andrs Wani,0,0,1
Roger Rezs Wani,0,0,0
Janet Wanja,0,0,0
Lutz Wanja,0,0,0
Doris Wanjala-Wefwafwa,0,0,0
John Wanjau,0,0,0
Jane Wanjiku Gakunyi,0,0,0
Catherine Wanjiru,0,0,0
Esther Wanjiru Maina,0,0,0
Grace Wanjiru Njue,0,0,0
Jutta Wanke,0,0,0
"Olof Bengt Konstantin ""Olle"" Wnlund",0,0,0
Erich Wanner,0,0,0
Florian Wanner,0,0,0
"Rudolf ""Rudi"" Wanner",0,0,0
Samson Sabit Wanni,0,0,0
Jan-Olof Wannius,0,0,0
Yvonne Wansart,0,0,0
David Colin Wansbrough,0,1,0
Nopadol Wanwang,0,0,0
Franco Wanyama,0,0,0
Kamau George Wanyoke,0,0,0
"Gottlieb ""Trel"" Wanzenried",0,0,0
Franck Waota,0,0,0
Debra Lynn Waples,0,0,0
Thomas Wapp,0,0,0
Kellie Wapshott,0,0,0
Saula Matayalo Waqa,0,0,0
Muhammad Waqas Sharif,0,0,0
Igor Warabida,0,0,0
Ratu Tevita Waranaivalu,0,0,0
Arlee Wararong,0,0,0
Boe Lionel Warawara,0,0,0
Gustavo Warburg Trucco,0,0,0
Gareth Robert Warburton,0,0,0
Harry Warburton,0,0,1
Ralph Warburton,0,0,0
"Rebecca Claire ""Becca"" Ward",0,0,2
James Bernard Ward,0,0,0
"William ""Billy"" Ward",0,0,0
Ruben Byron Ward,0,0,0
Ciarn Ward,0,0,0
Darren Thomas Ward,0,0,0
Dean Martin Ward,0,0,1
George H. Ward,0,0,0
Gordon Frank Ward,0,0,0
Hugh Kingsley Ward,0,0,0
Jane Lois Ward,0,0,0
Jared Ward,0,0,0
"Joseph ""Joe"" Ward",0,0,0
John Quincy Adams Ward,0,0,0
Junior Ward,0,0,0
Karen Ward,0,0,0
Lesley Dawn Ward,0,0,0
Linda Ward (-Purdy),0,0,0
Natalie Anne Ward,0,1,3
Oscar Alfred Ward,0,0,0
Peter Hans Dudley Ward,0,0,0
Peter Francis Ward,0,0,0
Rodney Ward,0,0,0
"Samuel ""Sam"" Ward",0,0,0
Susanne Ward,0,0,0
Thomas Ian Murray Ward,0,0,0
William Dudley Ward,0,0,1
Lisa Michala Ward-Meehan,0,0,0
Mohsen Medhat Warda,0,0,0
Abdul Hakim Wardak,0,0,0
Rebecca Jane Wardell,0,0,0
Hugh Arthur Wardell-Yerburgh,0,1,0
Archibald Adam Warden,0,0,1
Elizabeth Warden,0,0,0
"James Brian ""Jim"" Warden",0,0,0
Peter Warden,0,0,0
Ivn (Istvn) Wardener,0,0,0
Kusuma Wardhani,0,1,0
"Christopher ""Chris"" Wardlaw",0,0,0
"Robert ""Bert"" Wardrop",0,0,0
"John Caldwell ""Jack"" Wardrop",0,0,0
Avril Jocelyn Wardrop-Moore (-Murray),0,0,0
Jeremy Jon Ware,0,0,0
Pamela Ware,0,0,0
Regan Ware,0,0,0
Georges Camille Warenhorst,0,0,0
Glenn Warfe,0,0,0
Claes David Warholm,0,0,0
Karsten Warholm,0,0,0
John Warhurst,0,0,0
"Kenneth Christopher ""Ken"" Wark",0,1,1
Stefan Warkalla,0,0,0
Mark Warkentin,0,0,0
G. Warlouzer,0,0,0
Rory David Warlow,0,0,0
"Frederick Charles ""Fred"" Warmbold",0,0,1
Lars Warming,0,0,0
Arthur Arthur Hermann,0,0,0
Fritz Kristian Warncke,0,0,0
Mark Warnecke,0,0,1
Ludwig Warnemnde,0,0,0
Anne Elizabeth Taubes Warner,0,0,1
Bonny Susan Warner (-Simi),0,0,0
Carol-Ann Warner,0,0,0
Damian Warner,0,0,1
Edson Lyman Warner,0,0,0
"James ""Jack"" Warner",0,0,0
Justyn Paris Ashby Warner,0,0,0
Steve Warner,0,0,0
Thomas S. Warner,0,0,0
Chiel Mathijs Warners,0,0,0
"Reuben Charles ""Rube"" Warnes",0,0,0
"Oskar Alfred Daniel ""Fred"" Warngrd",0,0,1
"Rudolf ""Tito"" Warnholtz",0,1,0
"Heike Warnicke (Schalling-, -Sinaki)",0,2,0
Pedro Edmundo Warnke Bravo,0,0,0
Harry Warnken,0,0,0
Karl Tore ke Wrnstrm,0,0,0
"Alwyn Isaac ""Al"" Warren",0,0,0
Alan Kemp Warren,0,1,0
"David Marlais Jenner ""Dave"" Warren",0,0,0
E. W. Warren,0,0,0
Erin A. Warren,0,0,0
Ethan Warren,0,0,0
Humphrey Lloyd Warren,0,0,0
Jeanne Warren (-Jensen),0,0,0
Rau'Shee Warren,0,0,0
Victor Henry Verney Warren,0,0,0
"Robert Ian ""Bob"" Warren-Codrington",0,0,0
"Debra Anne ""Debbie"" Warren-Jeans",0,0,0
Dale Richard Warrender,0,0,0
Jane Warrilow,0,0,0
"Samantha ""Sam"" Warriner (-Bradley)",0,0,0
Todd Warriner,0,1,0
Ahmed Ibrahim Hashim Warsama,0,0,0
Syed Imran Ali Warsi,0,0,0
Silvio Warsnke,0,0,0
Georg Warsow,0,0,0
Justin Warsylewicz,0,1,0
Julien Victor Wartelle,0,0,1
Paul Wartelle,0,0,1
Philippe Wartelle,0,0,0
Sjoerd Wartena,0,0,0
Frank Wartenberg,0,0,1
Meagan Lee Warthold,0,0,0
Tapio Wartiovaara,0,0,0
Stephanie Wartosch-Krten,0,0,0
Patricia Wartusch,0,0,0
Peter Mungai Warui,0,0,0
Philip Waruinge,0,1,1
"Ernest ""Eddie"" Warwick",0,0,0
Artur Marek Wa,0,0,0
Jarmo Sakari Wasama,0,0,0
Andreas Waschburger,0,0,0
Noboru Waseda,0,0,0
Birger Adolf Wasenius,0,2,1
Adolf Waser,0,0,0
Annemarie Waser,0,0,0
Hugo Waser,0,0,1
Stephan Waser,0,0,2
"Waightman Alan ""Bud"" Washbond",0,0,0
"Albert Lincoln ""Link"" Washburn",0,0,0
Mary Trainor Washburn (-Conklin),0,1,0
"Edward Hall ""Ted"" Washburn",0,0,0
"Watson McLean ""Watty"" Washburn",0,0,0
Jean Marie Octave Constant Washer,0,0,0
Washington Luiz de Paulo,0,0,0
Dante Deneen Washington,0,0,0
MaliVai Onyeaka Washington,0,0,0
"Anthony ""Tony"" Washington",0,0,0
William Washington,0,0,0
Therese Helen Washtock,0,0,0
Jan Karol Wasiewicz,0,0,0
Ewa Justyna Wasilewska (-Borkowska),0,0,0
Abdul Baser Wasiqi,0,0,0
"Michael James ""Mike"" Wasko",0,0,0
Dieter Waskow,0,0,0
"Frederick ""Fred"" Wasmer",0,0,0
Harcourt Wason,0,0,0
"Wanda Helena Wsowska (Siniarska-, Czaplicka-)",0,0,0
Alexander Wassa,0,0,0
"Vivi Anne ""Vivi-Anne"" Wassdahl",0,0,0
Elena Wassen,0,0,0
Folke Viktor Wassn,0,0,1
Sten Magnus Wassn,0,0,1
Eelco Barthout Wassenaar,0,0,0
Markus Wasser,0,1,0
Rdiger Wassibauer,0,0,0
Petra Wassiluk,0,0,0
John Andrew Wastall,0,0,0
Josef Wastl,0,0,0
Abdullah Noor Wasughe,0,0,0
Nancy Lusanji Waswa,0,0,0
Daniel Waszkiewicz,0,0,0
Eugeniusz Waszkiewicz,0,0,0
Akito Watabe,0,1,0
Yoshito Watabe,0,0,0
Michinori Watada,0,0,0
Asako Watanabe,0,0,0
Daisuke Watanabe,0,0,0
Emi Catherine Watanabe,0,0,0
Graham Watanabe,0,0,0
Haruka Watanabe,0,0,0
Hiroki Watanabe,0,0,0
Hiroshi Watanabe,0,0,0
Ippei Watanabe,0,0,0
Junji Watanabe,0,0,0
Kanako Watanabe,0,0,0
